2024
iD_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO_F|ESTRATO_F|ID_ESTRATO_L|ESTRATO_L|ID_AREA_RESPONSABILIDAD|PAN|PRI|PRD|PVEM|PT|MC|PANAL|MORENA|PES|PAN_PRD_MC|PAN_PRD|PAN_MC|PRD_MC|PRI_PVEM_PANAL|PRI_PVEM|PRI_PANAL|PVEM_PANAL|PT_MORENA_PES|PT_MORENA|PT_PES|MORENA_PES|CNR|NULOS|TOTAL|RAC|JAMK|AMLO|JHRC|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|MODIFICADO
1|3|323|E|2|1|2|596|1|18|3|Estrato 3|0||120|56|57|4|7|13|3|1|115|4|0|0|1|0|1|0|0|0|3|0|0|1|2|7|294|64|66|136|19|2018|7|1|19|40|21|1|N
3|1|173|C|1|0|1|504|3|2|12|Estrato 12|0||135|45|28|2|0|14|2|0|143|12|4|0|1|0|1|0|1|0|10|2|0|7|0|9|312|54|30|188|31|2018|7|1|20|28|7|1|N
4|1|12|C|2|0|1|510|1|7|14|Estrato 14|0||18|37|80|2|0|12|2|4|185|2|1|2|0|0|1|2|1|0|3|4|1|0|0|10|366|44|88|207|17|2018|7|1|19|59|31|1|N
4|1|73|B|1|0|1|580|1|6|14|Estrato 14|0||60|63|111|1|11|15|0|2|148|5|0|0|0|0|6|4|1|0|8|2|0|0|0|6|399|64|135|178|16|2018|7|1|20|8|49|1|N
4|1|96|C|1|0|1|567|1|4|14|Estrato 14|0||47|36|49|3|10|39|4|2|198|2|1|1|0|0|4|0|0|0|9|5|0|2|0|9|384|45|65|255|10|2018|7|1|19|38|55|1|N
4|1|369|B|1|0|3|690|5|19|14|Estrato 14|0||111|128|151|3|5|20|0|13|139|146|0|0|0|0|6|3|1|0|1|0|0|1|0|12|629|131|179|307|0|2018|7|1|20|16|2|1|N
4|1|371|B|1|0|3|446|5|19|14|Estrato 14|0||110|67|52|1|7|15|3|1|153|95|0|0|0|0|0|1|0|0|3|0|1|7|0|5|412|71|61|274|1|2018|7|1|20|28|4|1|N
4|2|186|C|1|0|1|718|3|10|15|Estrato 15|0||27|27|35|4|0|16|0|2|292|4|1|1|0|0|2|1|0|0|9|2|0|4|0|20|438|33|40|327|18|2018|7|1|19|57|5|1|N
4|2|346|C|1|0|2|512|4|15|15|Estrato 15|0||105|22|23|5|3|14|5|5|178|1|1|2|1|0|1|1|1|0|19|4|0|0|0|5|295|36|34|216|4|2018|7|1|19|50|27|1|N
4|2|351|B|1|0|3|481|4|15|15|Estrato 15|0||106|69|70|3|2|26|2|21|171|17|0|0|1|0|1|0|1|1|9|0|0|0|0|18|413|75|96|223|1|2018|7|1|20|16|52|1|N
4|2|356|C|2|0|3|651|9|21|15|Estrato 15|0||138|16|72|18|1|30|8|3|262|8|0|1|0|0|4|2|0|0|11|2|2|3|0|16|461|43|82|318|2|2018|7|1|20|22|30|1|N
4|2|518|B|1|0|1|485|3|11|15|Estrato 15|0||48|16|19|2|2|8|1|1|208|1|0|1|0|0|2|6|1|0|11|5|0|3|0|6|298|20|31|236|5|2018|7|1|20|21|21|1|N
5|1|3|C|3|0|1|619|2|1|16|Estrato 16|0||1|47|92|4|3|20|15|4|133|9|0|0|0|0|2|0|2|0|3|1|0|1|2|3|365|66|103|167|24|2018|7|1|19|20|47|1|N
5|1|14|C|1|0|1|407|2|1|16|Estrato 16|0||32|49|44|3|2|13|3|1|61|4|1|2|0|0|0|0|0|0|4|1|0|0|0|5|208|58|47|83|15|2018|7|1|19|38|43|1|N
5|1|449|B|1|0|3|449|19|1|16|Estrato 16|0||59|83|128|1|0|33|2|0|37|3|0|0|1|0|2|2|0|0|0|0|0|0|0|10|307|87|132|73|5|2018|7|1|19|36|10|1|N
5|1|509|C|1|0|1|422|22|2|16|Estrato 16|0||50|45|48|1|3|22|0|0|147|2|0|0|0|0|1|2|0|0|3|2|0|1|1|3|293|46|54|177|12|2018|7|1|20|20|40|1|N
5|1|580|C|1|0|2|693|25|2|16|Estrato 16|0||62|64|68|2|4|24|1|2|123|8|0|0|0|0|1|1|0|0|3|4|1|0|0|6|330|67|76|163|18|2018|7|1|20|6|7|1|N
5|1|581|C|3|0|1|597|25|2|16|Estrato 16|0||66|44|80|3|5|21|3|2|111|6|0|0|0|1|0|0|1|1|2|1|0|3|0|3|312|51|89|144|25|2018|7|1|19|50|46|1|N
5|1|584|B|1|0|1|447|25|2|16|Estrato 16|0||72|49|68|1|4|5|0|1|68|3|0|0|0|0|0|0|0|0|2|1|0|3|1|6|225|50|73|82|13|2018|7|1|20|13|45|1|N
5|1|585|C|1|0|1|626|25|2|16|Estrato 16|0||72|50|85|4|2|18|3|3|138|4|1|0|0|0|0|2|0|0|2|0|0|0|1|2|333|58|92|162|18|2018|7|1|19|46|47|1|N
5|1|622|C|1|0|2|699|25|2|16|Estrato 16|0||81|61|99|6|3|13|2|1|142|4|0|0|0|0|0|0|0|0|5|3|1|3|1|1|368|69|103|171|23|2018|7|1|20|27|55|1|N
5|1|625|C|1|0|1|416|25|2|16|Estrato 16|0||91|26|45|0|2|17|0|1|90|4|1|0|0|0|0|0|0|0|4|0|0|1|0|3|216|27|48|116|22|2018|7|1|19|47|40|1|N
5|1|1070|B|1|0|1|357|32|3|16|Estrato 16|0||138|57|103|0|1|10|0|3|50|1|2|0|1|0|0|1|0|0|1|0|0|0|0|2|236|60|108|62|4|2018|7|1|20|36|26|1|N
5|1|1081|B|1|0|1|561|32|3|16|Estrato 16|0||125|95|63|0|1|16|7|3|162|5|2|0|0|0|2|1|2|0|5|0|0|1|0|2|390|104|72|189|23|2018|7|1|20|32|40|1|N
5|1|1511|B|1|0|1|392|38|1|16|Estrato 16|0||131|63|72|3|0|16|1|1|59|4|3|1|1|0|1|1|0|0|4|1|1|0|0|5|258|72|75|85|21|2018|7|1|20|23|43|1|N
5|1|1515|B|1|0|3|317|38|1|16|Estrato 16|0||2|64|35|2|3|12|2|1|31|2|2|0|2|0|0|2|0|0|0|0|0|0|0|4|164|72|41|45|2|2018|7|1|19|23|43|1|N
5|1|1555|B|1|0|1|606|25|2|16|Estrato 16|0||112|42|79|1|4|16|4|0|156|2|0|0|0|0|0|2|0|0|3|0|0|0|3|6|341|47|85|177|23|2018|7|1|20|0|25|1|N
5|1|1683|B|1|0|2|453|2|1|16|Estrato 16|0||6|33|44|7|6|14|13|0|116|6|0|0|2|0|0|1|0|0|1|0|0|0|2|9|260|55|51|137|6|2018|7|1|19|13|40|1|N
5|1|1701|B|1|0|1|659|2|1|16|Estrato 16|0||4|66|65|9|1|22|14|0|151|3|2|0|0|1|0|0|0|0|1|4|0|1|0|10|356|92|66|182|6|2018|7|1|19|51|32|1|N
5|2|87|C|1|0|1|552|6|6|17|Estrato 17|0||2|39|73|2|11|29|0|2|151|8|0|0|1|0|0|1|0|0|2|2|1|1|0|10|359|42|87|194|26|2018|7|1|20|7|35|1|N
5|2|102|B|1|0|3|153|6|6|17|Estrato 17|0||9|16|60|3|1|2|4|1|10|3|1|0|0|0|0|0|0|0|1|0|0|0|0|3|105|24|62|16|0|2018|7|1|19|36|20|1|N
5|2|136|C|1|0|1|489|9|7|17|Estrato 17|0||20|45|80|3|1|20|1|2|193|5|0|0|0|0|1|0|0|0|7|4|0|0|0|3|371|49|84|229|6|2018|7|1|20|23|39|1|N
5|2|467|C|1|0|1|568|20|3|17|Estrato 17|0||45|40|106|3|2|25|10|5|95|3|2|2|1|0|1|1|0|0|3|3|0|0|0|8|335|58|115|129|25|2018|7|1|19|59|13|1|N
5|2|475|B|1|0|1|729|20|3|17|Estrato 17|0||48|57|113|5|2|39|14|2|202|13|0|0|0|0|1|2|0|0|1|5|1|2|1|12|478|76|120|263|6|2018|7|1|19|2|7|1|N
5|2|502|C|1|0|1|414|21|4|17|Estrato 17|0||60|30|72|1|0|13|3|0|153|2|0|0|0|0|4|1|0|0|0|0|0|0|0|4|299|34|77|168|16|2018|7|1|19|23|2|1|N
5|2|1112|B|1|0|1|406|33|4|17|Estrato 17|0||114|28|53|1|4|14|2|5|130|3|1|0|3|0|0|0|1|0|5|1|1|1|0|3|263|35|63|155|7|2018|7|1|20|34|0|1|N
5|2|1115|B|1|0|1|650|33|4|17|Estrato 17|0||116|64|84|6|2|21|7|5|208|12|1|0|1|0|0|1|0|0|5|0|0|3|0|9|445|79|92|249|16|2018|7|1|20|11|25|1|N
5|2|1155|B|1|0|3|682|33|4|17|Estrato 17|0||133|101|134|7|0|15|28|3|152|8|2|0|1|0|3|3|2|0|7|0|0|1|1|6|475|139|145|183|1|2018|7|1|20|21|24|1|N
5|2|1157|B|1|0|3|510|33|4|17|Estrato 17|0||131|83|95|8|0|17|14|0|100|6|1|0|0|0|6|0|0|0|11|0|0|0|2|4|352|106|101|134|5|2018|7|1|19|45|40|1|N
5|3|50|B|1|0|1|592|3|5|18|Estrato 18|0||9|75|70|0|1|29|12|3|122|4|0|0|0|0|2|2|0|0|3|3|1|0|1|12|358|87|78|162|18|2018|7|1|19|7|40|1|N
5|3|128|B|1|0|2|189|8|5|18|Estrato 18|0||40|18|55|23|0|4|1|1|49|1|1|0|0|0|0|0|0|0|1|0|0|0|0|1|158|43|56|55|3|2018|7|1|18|49|19|1|N
5|3|175|C|1|0|1|697|10|6|18|Estrato 18|0||45|38|68|6|4|22|0|0|201|6|2|0|0|0|0|1|0|0|6|3|0|1|0|6|384|46|73|239|20|2018|7|1|19|51|40|1|N
5|3|184|B|1|0|1|639|10|6|18|Estrato 18|0||63|25|68|3|1|27|1|0|218|4|1|1|0|0|0|0|0|0|1|1|0|1|14|1|379|31|69|252|12|2018|7|1|20|0|29|1|N
5|3|323|B|1|0|2|581|18|5|18|Estrato 18|0||114|72|65|7|0|24|0|1|172|9|0|0|0|0|1|0|0|0|0|1|0|0|0|13|387|79|67|206|22|2018|7|1|19|39|8|1|N
5|3|324|C|1|0|1|408|18|6|18|Estrato 18|0||68|103|34|0|1|10|1|0|110|1|0|0|0|0|0|2|0|0|0|1|0|1|0|4|296|104|37|123|28|2018|7|1|19|56|42|1|N
5|3|333|B|1|0|1|630|18|5|18|Estrato 18|0||71|91|65|2|1|27|0|1|188|6|1|1|0|0|0|0|0|0|3|1|0|0|0|5|441|95|67|225|49|2018|7|1|19|51|49|1|N
5|3|387|B|1|0|1|669|18|6|18|Estrato 18|0||86|59|118|4|3|21|3|1|166|9|0|1|0|0|0|1|1|0|7|1|0|1|0|11|430|67|124|205|23|2018|7|1|20|31|33|1|N
5|3|415|C|1|0|1|744|18|5|18|Estrato 18|0||136|85|87|36|0|12|0|2|223|8|0|0|0|0|1|0|0|0|6|5|1|1|0|10|501|121|90|256|24|2018|7|1|20|18|15|1|N
5|3|427|B|1|0|1|512|18|6|18|Estrato 18|0||96|53|57|5|3|18|2|0|140|3|0|1|0|0|3|0|0|0|6|0|0|0|0|3|313|61|63|167|19|2018|7|1|19|22|53|1|N
5|3|432|C|1|0|1|595|18|6|18|Estrato 18|0||100|46|59|2|3|30|0|0|160|6|2|0|1|0|0|1|0|0|0|0|0|0|1|8|332|51|63|196|13|2018|7|1|18|53|54|1|N
5|3|433|B|1|0|1|648|18|6|18|Estrato 18|0||94|54|71|5|0|29|1|3|188|7|0|0|0|0|0|0|0|0|4|1|0|0|0|7|400|60|74|229|30|2018|7|1|20|10|54|1|N
5|3|436|C|3|0|1|685|18|6|18|Estrato 18|0||102|78|69|2|2|32|0|1|224|2|0|0|0|0|0|0|0|0|7|1|0|1|0|7|450|80|72|267|24|2018|7|1|18|39|35|1|N
5|3|437|C|2|0|1|579|18|6|18|Estrato 18|0||104|52|60|8|4|23|0|1|195|6|1|0|1|0|0|1|0|0|6|4|0|0|0|5|382|62|66|234|15|2018|7|1|19|47|11|1|N
5|3|440|B|1|0|1|402|18|5|18|Estrato 18|0||106|34|78|3|1|9|1|0|106|2|0|0|1|0|1|1|0|0|1|1|0|0|0|8|265|39|81|119|18|2018|7|1|19|17|22|1|N
5|3|692|C|3|0|1|712|28|3|18|Estrato 18|0||21|95|67|1|1|26|5|7|133|6|0|0|2|1|0|0|1|0|6|3|0|2|0|13|399|104|76|176|30|2018|7|1|20|17|3|1|N
5|3|693|C|4|0|1|661|28|3|18|Estrato 18|0||25|72|89|1|2|21|6|5|135|4|2|1|0|0|0|0|0|0|2|0|0|2|0|5|380|82|96|164|33|2018|7|1|20|4|14|1|N
5|3|703|B|1|0|1|623|28|3|18|Estrato 18|0||29|102|111|1|5|8|24|2|74|3|0|0|1|0|0|1|0|0|1|0|0|0|0|10|343|128|119|86|0|2018|7|1|19|40|30|1|N
5|3|727|B|1|0|3|158|28|3|18|Estrato 18|0||35|22|23|1|1|4|4|0|32|2|0|0|0|0|0|1|0|0|0|0|0|1|0|0|91|27|25|39|0|2018|7|1|20|33|25|1|N
5|4|733|C|3|0|1|670|30|14|19|Estrato 19|0||5|219|89|2|0|9|0|1|108|1|5|3|1|0|1|0|0|0|6|3|0|1|1|5|481|230|91|128|26|2018|7|1|19|57|35|1|N
5|4|751|C|2|0|1|652|30|14|19|Estrato 19|0||13|222|79|2|3|7|0|5|95|9|7|2|2|0|0|0|1|1|5|3|0|0|1|7|485|235|89|119|34|2018|7|1|20|30|35|1|N
5|4|759|C|1|0|1|719|30|14|19|Estrato 19|0||26|175|100|1|0|12|1|2|148|4|5|1|3|0|1|4|0|0|5|3|1|0|2|5|515|186|107|173|42|2018|7|1|20|5|29|1|N
5|4|762|B|1|0|1|466|30|14|19|Estrato 19|0||28|182|68|0|0|14|2|2|69|1|1|0|1|0|1|0|0|0|0|1|0|0|0|1|362|186|71|85|19|2018|7|1|19|40|3|1|N
5|4|777|C|5|0|1|724|30|14|19|Estrato 19|0||34|43|129|6|2|11|1|2|97|5|0|0|0|0|1|1|0|0|3|0|0|2|0|1|320|50|135|118|16|2018|7|1|20|3|2|1|N
5|4|782|C|1|0|1|390|30|15|19|Estrato 19|0||39|114|51|1|4|4|0|1|65|3|1|1|0|0|1|0|0|0|1|0|0|0|0|1|283|117|57|73|35|2018|7|1|20|23|54|1|N
5|4|786|B|1|0|1|454|30|13|19|Estrato 19|0||41|167|46|2|1|6|0|1|65|4|2|1|0|0|1|0|0|0|2|1|0|0|0|2|328|172|49|78|27|2018|7|1|19|31|6|1|N
5|4|797|B|1|0|1|711|30|13|19|Estrato 19|0||40|293|90|1|1|9|1|1|90|5|3|0|1|0|1|0|0|0|2|1|0|0|0|2|526|299|93|107|25|2018|7|1|19|36|23|1|N
5|4|868|C|1|0|1|742|30|14|19|Estrato 19|0||56|103|121|1|0|18|3|9|153|9|0|0|2|0|0|4|0|0|3|1|1|0|0|6|477|109|134|185|43|2018|7|1|20|28|33|1|N
5|4|871|B|1|0|1|520|30|15|19|Estrato 19|0||62|120|62|1|2|8|1|1|127|5|2|1|1|0|1|4|0|0|5|0|0|2|0|4|380|126|70|147|33|2018|7|1|19|10|38|1|N
5|4|905|C|7|0|1|710|30|15|19|Estrato 19|0||68|55|80|3|7|18|3|2|168|7|2|0|0|0|0|1|0|0|4|1|1|0|2|10|412|63|90|199|48|2018|7|1|20|11|11|1|N
5|4|908|C|1|0|1|660|30|15|19|Estrato 19|0||74|58|103|2|1|15|3|0|90|7|2|0|0|0|1|0|1|0|8|1|0|2|0|11|323|65|106|123|18|2018|7|1|20|38|20|1|N
5|4|913|B|1|0|1|551|30|15|19|Estrato 19|0||77|92|89|2|4|13|0|8|134|5|2|0|0|0|2|1|0|0|2|1|0|0|1|5|396|96|104|155|35|2018|7|1|20|19|9|1|N
5|4|936|C|2|0|1|661|30|15|19|Estrato 19|0||78|60|147|5|4|14|0|0|127|2|4|2|0|0|2|2|2|0|6|1|0|1|0|9|411|71|157|151|23|2018|7|1|19|29|6|1|N
5|4|955|B|1|0|1|520|30|15|19|Estrato 19|0||96|62|95|2|4|12|0|1|125|7|1|0|0|0|0|1|1|0|3|1|0|1|0|5|342|65|102|149|21|2018|7|1|19|30|14|1|N
5|5|1177|C|3|0|1|688|35|8|20|Estrato 20|0||135|239|94|1|2|6|0|1|112|4|3|0|0|0|1|2|0|0|2|1|0|1|0|10|499|243|100|126|20|2018|7|1|19|54|40|1|N
5|5|1196|C|1|0|1|540|35|9|20|Estrato 20|0||52|97|72|2|1|17|0|4|122|5|0|1|1|0|0|10|1|0|3|0|0|2|0|7|373|101|88|149|28|2018|7|1|20|34|14|1|N
5|5|1204|B|1|0|1|506|35|9|20|Estrato 20|0||62|215|49|3|1|10|2|0|81|1|3|1|0|0|2|0|0|0|2|2|0|0|0|4|391|224|52|96|15|2018|7|1|20|6|42|1|N
5|5|1233|C|1|0|1|450|35|9|20|Estrato 20|0||20|154|34|0|2|6|0|2|109|0|1|2|0|0|1|0|0|0|2|4|1|0|0|4|341|157|39|122|19|2018|7|1|19|36|50|1|N
5|5|1236|B|1|0|1|643|35|9|20|Estrato 20|0||26|135|73|0|3|8|1|6|145|5|5|0|2|0|0|4|1|0|3|4|1|0|0|1|417|143|87|166|20|2018|7|1|19|58|13|1|N
5|5|1263|B|1|0|1|732|35|9|20|Estrato 20|0||12|64|171|2|4|13|1|0|190|9|1|0|2|0|1|0|0|0|5|3|0|2|0|14|499|70|176|222|17|2018|7|1|20|1|20|1|N
5|5|1273|C|1|0|1|405|35|9|20|Estrato 20|0||6|54|65|3|2|10|1|1|106|3|0|0|1|0|0|1|0|0|1|1|0|1|0|6|262|59|69|122|6|2018|7|1|19|56|59|1|N
5|5|1283|B|1|0|1|467|35|9|20|Estrato 20|0||4|34|108|1|1|8|0|2|121|5|1|0|0|0|2|6|0|0|1|0|0|0|0|11|305|36|119|135|4|2018|7|1|20|20|22|1|N
5|5|1294|B|1|0|1|381|35|9|20|Estrato 20|0||30|28|142|0|1|5|0|0|54|2|0|0|0|0|0|4|0|0|1|0|0|2|0|3|247|28|147|64|5|2018|7|1|20|18|52|1|N
