2024
iD_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO_F|ESTRATO_F|ID_ESTRATO_L|ESTRATO_L|ID_AREA_RESPONSABILIDAD|PAN|PRI|PRD|PVEM|PT|MC|PANAL|MORENA|PES|PAN_PRD_MC|PAN_PRD|PAN_MC|PRD_MC|PRI_PVEM_PANAL|PRI_PVEM|PRI_PANAL|PVEM_PANAL|PT_MORENA_PES|PT_MORENA|PT_PES|MORENA_PES|CNR|NULOS|TOTAL|RAC|JAMK|AMLO|JHRC|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|MODIFICADO
9|20|2162|C|1|0|1|587|7|22|70|Estrato 70|22|Estrato 22|44|47|47|38|0|17|4|1|217|14|2|2|2|1|0|0|1|0|7|6|0|0|1|17|445|96|49|261|21|2018|7|1|20|30|11|1|N
9|21|3119|C|2|0|1|608|9|7|55|Estrato 55|7|Estrato 7|77|33|38|8|1|13|16|1|242|7|3|1|1|0|2|0|0|0|21|4|1|1|0|10|416|62|42|289|13|2018|7|1|20|10|18|1|N
9|21|4164|B|1|0|1|593|13|25|73|Estrato 73|25|Estrato 25|74|25|26|5|4|20|2|0|235|8|5|0|0|0|2|0|0|0|26|5|0|3|0|9|388|37|32|297|13|2018|7|1|20|15|3|1|N
9|21|4166|C|2|0|1|651|13|25|73|Estrato 73|25|Estrato 25|72|41|32|7|2|17|4|2|263|4|2|0|0|0|0|0|0|0|25|8|0|0|0|13|448|54|36|317|28|2018|7|1|19|51|2|1|N
9|21|4174|B|1|0|1|663|13|25|73|Estrato 73|25|Estrato 25|59|98|41|16|0|22|3|5|254|6|2|1|0|0|2|2|0|0|19|3|0|2|2|8|508|120|50|306|22|2018|7|1|19|57|48|1|N
9|21|4177|C|2|0|1|626|13|25|73|Estrato 73|25|Estrato 25|58|23|32|7|1|24|1|2|219|8|7|2|0|0|4|0|2|0|18|3|0|2|0|6|379|40|41|274|18|2018|7|1|20|34|1|1|N
9|21|4217|B|1|0|1|713|13|25|73|Estrato 73|25|Estrato 25|20|40|50|10|3|12|2|3|266|5|2|2|1|0|3|0|0|0|24|5|0|0|0|14|465|57|59|312|23|2018|7|1|20|25|19|1|N
9|21|4223|B|1|0|2|732|13|25|73|Estrato 73|25|Estrato 25|52|38|56|15|5|28|2|3|219|9|4|1|0|0|0|0|0|0|31|2|0|3|0|11|444|60|64|292|17|2018|7|1|20|30|8|1|N
9|21|4227|C|2|0|1|681|13|25|73|Estrato 73|25|Estrato 25|45|38|35|10|6|18|4|0|247|11|4|1|0|0|1|2|0|0|31|2|1|3|0|8|454|57|44|313|32|2018|7|1|20|35|42|1|N
9|21|4228|C|1|0|1|647|13|19|67|Estrato 67|19|Estrato 19|43|27|47|13|3|20|1|1|242|3|6|0|0|0|5|0|0|0|11|4|0|4|0|7|426|47|56|284|32|2018|7|1|20|13|33|1|N
9|21|4247|B|1|0|1|699|13|19|67|Estrato 67|19|Estrato 19|41|32|27|7|3|20|2|0|264|21|2|0|0|0|0|2|0|0|37|7|0|0|0|9|463|43|32|349|30|2018|7|1|20|27|29|1|N
9|21|4252|C|3|0|1|628|13|19|67|Estrato 67|19|Estrato 19|15|23|27|9|6|21|2|1|257|5|6|1|0|0|1|2|0|0|24|1|0|3|0|12|416|41|37|311|15|2018|7|1|20|33|43|1|N
9|22|2586|B|1|0|1|606|7|27|75|Estrato 75|27|Estrato 27|18|27|33|41|0|24|1|3|218|2|0|1|0|0|2|1|0|0|13|7|0|3|0|15|406|70|39|267|15|2018|7|1|20|4|14|1|N
9|22|2594|B|1|0|1|570|7|27|75|Estrato 75|27|Estrato 27|34|21|24|22|2|14|4|3|224|6|1|1|0|0|0|1|0|0|21|1|0|3|0|9|369|49|30|269|12|2018|7|1|20|17|48|1|N
9|22|2714|C|2|0|1|635|7|27|75|Estrato 75|27|Estrato 27|87|37|22|51|5|29|5|4|198|10|5|0|1|0|0|1|0|0|19|2|1|5|1|18|429|99|32|264|15|2018|7|1|20|37|12|1|N
9|22|2816|B|1|0|1|570|7|29|77|Estrato 77|29|Estrato 29|88|36|23|73|3|14|1|1|187|10|4|5|1|1|0|0|1|0|12|4|0|3|0|14|409|121|28|230|16|2018|7|1|20|2|22|1|N
9|23|348|C|2|0|1|740|3|26|74|Estrato 74|26|Estrato 26|34|137|78|42|2|22|4|3|238|7|3|1|0|0|1|0|0|0|10|1|0|3|1|16|585|187|84|281|16|2018|7|1|20|22|41|1|N
9|23|469|C|1|0|1|517|3|32|80|Estrato 80|32|Estrato 32|136|92|39|12|3|11|0|1|176|5|3|3|7|1|3|1|2|0|12|1|1|1|0|7|401|118|49|207|20|2018|7|1|20|5|59|1|N
9|23|510|C|2|0|1|554|3|32|80|Estrato 80|32|Estrato 32|125|64|46|34|6|10|3|1|210|5|6|1|0|0|4|0|0|0|8|2|0|2|1|10|443|108|57|237|30|2018|7|1|20|28|50|1|N
9|23|605|B|1|0|1|504|3|30|78|Estrato 78|30|Estrato 30|42|127|59|13|1|2|2|0|143|2|4|2|0|0|2|1|0|0|1|2|0|1|1|4|381|148|63|151|14|2018|7|1|20|19|3|1|N
9|23|699|C|1|0|1|711|3|26|74|Estrato 74|26|Estrato 26|25|167|93|18|3|10|2|4|207|4|9|2|0|0|2|2|0|0|8|0|0|0|0|7|555|198|104|229|17|2018|7|1|19|49|57|1|N
9|24|544|C|1|0|1|456|3|30|78|Estrato 78|30|Estrato 30|11|144|56|6|1|5|3|0|101|3|7|3|0|0|3|0|0|0|2|0|0|1|3|3|355|163|60|112|14|2018|7|1|19|48|3|1|N
9|24|633|C|1|0|1|498|3|30|78|Estrato 78|30|Estrato 30|62|28|27|71|1|13|3|1|152|2|4|1|0|0|0|0|1|0|9|1|0|2|1|10|334|107|30|179|7|2018|7|1|20|31|15|1|N
9|24|640|B|1|0|1|521|3|30|78|Estrato 78|30|Estrato 30|69|156|57|18|4|6|2|0|125|1|5|2|0|0|0|1|0|0|6|1|0|0|1|1|411|183|62|139|25|2018|7|1|19|40|27|1|N
9|24|4202|C|1|0|1|404|13|19|67|Estrato 67|19|Estrato 19|112|45|50|2|4|11|2|2|150|5|2|1|0|0|0|1|0|0|6|2|0|0|0|3|308|52|57|174|22|2018|7|1|20|23|50|1|N
10|1|302|C|3|0|1|706|5|3|82|Estrato 82|0||19|94|62|5|2|35|2|9|110|3|4|1|0|0|3|1|0|0|10|5|2|1|1|5|391|106|77|166|36|2018|7|1|20|27|31|1|N
10|1|375|B|1|0|3|298|5|4|82|Estrato 82|0||44|28|32|0|1|16|2|0|86|3|0|1|0|0|0|1|0|0|2|5|0|0|0|6|187|31|34|112|4|2018|7|1|19|28|10|1|N
10|1|391|B|1|0|2|538|5|3|82|Estrato 82|0||42|99|56|3|5|29|6|2|85|6|1|1|1|0|0|0|0|0|2|1|0|2|0|4|328|111|63|125|25|2018|7|1|19|58|46|1|N
10|1|404|B|1|0|3|416|5|3|82|Estrato 82|0||43|70|40|7|1|32|4|1|40|4|3|1|0|0|0|1|0|0|3|0|0|0|0|14|222|85|43|79|1|2018|7|1|20|22|5|1|N
10|1|1213|C|1|0|1|631|33|7|82|Estrato 82|0||112|76|77|5|1|3|0|1|82|5|2|2|1|0|0|1|0|0|6|3|1|1|0|14|305|86|80|101|24|2018|7|1|20|31|39|1|N
10|1|1213|C|3|0|1|631|33|7|82|Estrato 82|0||112|66|70|5|1|23|0|2|97|3|0|2|0|0|0|1|0|0|6|3|0|0|1|16|327|73|74|132|31|2018|7|1|20|37|20|1|N
10|1|1266|C|1|0|1|573|34|15|82|Estrato 82|0||128|47|117|2|4|49|2|0|94|4|1|1|0|0|1|0|0|0|2|1|0|1|0|5|341|53|122|151|10|2018|7|1|19|51|27|1|N
10|1|1280|B|1|0|3|351|35|7|82|Estrato 82|0||144|20|26|3|3|7|2|2|115|7|0|1|0|0|0|0|1|0|1|0|0|1|2|5|197|26|32|131|1|2018|7|1|18|57|31|1|N
10|1|1306|B|1|0|1|514|36|7|82|Estrato 82|0||152|69|32|0|6|18|3|0|103|5|2|0|0|0|0|0|0|0|7|3|0|2|0|9|266|74|38|138|7|2018|7|1|20|15|25|1|N
10|1|1308|B|1|0|1|368|36|7|82|Estrato 82|0||152|40|32|0|4|11|0|0|76|6|1|0|0|0|1|1|0|0|6|2|0|2|0|4|194|41|38|103|8|2018|7|1|20|19|8|1|N
10|1|1380|C|1|0|1|528|39|15|82|Estrato 82|0||133|58|32|3|3|23|4|2|128|8|0|1|0|0|0|0|0|0|6|5|1|5|0|9|305|66|37|176|17|2018|7|1|20|21|50|1|N
10|2|471|B|1|0|1|619|7|11|83|Estrato 83|0||39|67|41|2|3|21|1|0|199|8|1|0|0|0|0|0|0|0|8|2|0|3|0|3|396|71|44|241|37|2018|7|1|19|50|44|1|N
10|2|471|C|1|0|1|618|7|11|83|Estrato 83|0||39|65|45|3|4|17|2|2|176|5|1|0|0|0|0|0|0|0|12|4|0|0|0|12|384|71|51|214|36|2018|7|1|19|55|0|1|N
10|2|511|B|1|0|1|561|7|12|83|Estrato 83|0||21|38|54|0|4|19|5|1|150|5|1|0|0|0|1|2|0|0|7|2|0|2|0|14|317|44|62|185|12|2018|7|1|19|59|53|1|N
10|2|512|B|1|0|1|696|7|12|83|Estrato 83|0||19|44|70|5|4|19|2|3|151|8|0|0|0|0|0|1|0|1|4|6|0|1|0|7|336|51|79|189|10|2018|7|1|20|20|11|1|N
10|2|527|B|1|0|1|499|7|12|83|Estrato 83|0||17|56|44|0|5|25|3|0|129|3|1|0|0|0|0|0|0|0|4|3|0|0|0|3|283|60|49|164|7|2018|7|1|19|58|56|1|N
10|2|540|C|1|0|1|403|7|12|83|Estrato 83|0||16|37|32|4|3|9|4|2|125|6|2|0|0|0|0|0|0|0|0|2|0|1|0|8|244|47|37|143|9|2018|7|1|19|10|14|1|N
10|2|542|B|1|0|1|601|7|12|83|Estrato 83|0||11|115|48|0|2|13|2|1|191|9|2|0|0|0|2|0|0|0|2|1|0|0|2|2|419|119|53|216|27|2018|7|1|19|52|16|1|N
10|2|559|B|1|0|3|682|7|10|83|Estrato 83|0||87|43|56|2|0|16|6|6|190|11|3|0|1|0|0|0|0|0|7|4|1|3|0|7|360|55|62|232|4|2018|7|1|19|18|29|1|N
10|2|589|B|1|0|3|520|7|10|83|Estrato 83|0||79|34|48|7|0|16|4|1|170|15|3|0|0|0|1|1|0|0|7|0|2|5|3|2|326|48|51|215|7|2018|7|1|20|17|58|1|N
10|2|788|S|1|0|1|0|13|9|83|Estrato 83|0||115|56|58|4|1|33|5|0|194|6|5|0|1|0|0|1|1|0|13|1|2|3|0|7|410|71|61|252|19|2018|7|1|19|40|7|1|N
10|2|914|C|1|0|2|488|19|8|83|Estrato 83|0||135|40|42|3|6|12|2|1|127|5|2|0|0|0|0|0|0|0|6|2|0|1|0|7|268|47|49|153|12|2018|7|1|20|16|31|1|N
10|2|915|C|1|0|1|402|19|8|83|Estrato 83|0||136|34|19|1|2|14|0|2|105|4|1|1|0|1|0|0|0|0|5|0|0|1|0|4|212|38|23|129|18|2018|7|1|19|19|46|1|N
10|2|916|C|1|0|1|606|19|8|83|Estrato 83|0||136|71|42|0|4|23|4|3|149|5|1|1|0|0|1|0|1|0|2|3|0|0|0|12|345|77|51|182|23|2018|7|1|20|9|6|1|N
10|2|1190|B|1|0|3|116|31|9|83|Estrato 83|0||118|35|27|0|0|7|0|0|9|0|0|3|0|0|2|0|0|0|3|0|0|1|0|0|87|38|29|20|0|2018|7|1|19|33|58|1|N
10|2|1335|C|1|0|1|469|37|9|83|Estrato 83|0||99|66|40|4|1|14|0|2|127|3|3|0|0|0|3|0|0|0|10|0|0|0|0|5|280|73|46|154|2|2018|7|1|19|38|52|1|N
10|2|1337|B|1|0|1|705|37|9|83|Estrato 83|0||99|128|77|6|3|23|4|2|145|5|2|0|3|0|1|0|0|0|7|0|2|1|0|9|433|143|83|183|15|2018|7|1|20|15|48|1|N
10|2|1347|B|1|0|3|547|37|9|83|Estrato 83|0||102|105|43|0|1|11|2|2|155|1|5|3|1|0|1|1|0|0|4|5|0|4|0|4|359|116|48|180|11|2018|7|1|19|35|35|1|N
10|2|1358|C|1|0|1|440|37|9|83|Estrato 83|0||106|66|44|3|1|14|1|2|123|1|1|0|0|0|2|0|0|0|5|0|0|0|0|4|270|71|49|143|3|2018|7|1|19|32|43|1|N
10|3|1|B|1|0|1|632|1|6|84|Estrato 84|0||1|74|72|6|3|42|0|3|139|5|4|1|1|0|0|1|0|0|21|2|2|2|0|9|410|86|79|213|23|2018|7|1|19|39|48|1|N
10|3|2|B|1|0|1|402|1|6|84|Estrato 84|0||2|57|42|0|5|29|0|7|79|1|1|0|0|0|0|0|0|0|6|2|0|0|0|5|252|58|54|117|18|2018|7|1|19|26|20|1|N
10|3|7|B|1|0|1|699|1|6|84|Estrato 84|0||1|99|56|3|4|34|2|5|130|8|2|0|0|0|2|3|0|0|0|3|0|1|0|6|377|106|70|176|19|2018|7|1|20|8|28|1|N
10|3|80|C|1|0|3|606|4|14|84|Estrato 84|0||25|67|96|7|1|27|3|6|95|15|0|4|2|0|1|1|1|0|10|4|0|6|0|8|361|83|106|157|7|2018|7|1|20|1|17|1|N
10|3|689|C|3|0|1|742|12|13|84|Estrato 84|0||50|59|41|8|4|30|5|3|199|3|1|1|0|0|0|0|0|0|14|4|0|1|27|4|404|74|48|251|0|2018|7|1|19|57|51|1|N
10|3|715|C|1|0|1|496|12|13|84|Estrato 84|0||64|80|50|0|2|16|3|1|149|10|1|0|0|0|1|0|0|0|4|1|0|0|0|5|341|84|54|180|18|2018|7|1|19|53|13|1|N
10|3|852|B|1|0|3|235|16|15|84|Estrato 84|0||100|31|42|1|9|15|1|1|30|2|0|0|0|0|1|1|0|0|0|1|0|0|0|0|138|33|54|48|3|2018|7|1|20|29|23|1|N
10|3|1009|B|1|0|3|531|23|15|84|Estrato 84|0||124|69|63|11|11|44|7|1|75|10|6|2|0|1|0|3|0|0|10|1|1|1|0|14|336|96|78|142|6|2018|7|1|20|18|41|1|N
10|3|1159|B|1|0|3|188|29|8|84|Estrato 84|0||139|59|42|0|1|0|0|0|8|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|111|59|44|8|0|2018|7|1|19|3|57|1|N
10|4|109|C|3|0|1|687|5|2|85|Estrato 85|0||2|73|20|1|0|43|3|5|100|4|1|0|2|0|1|0|0|0|8|0|0|0|3|6|324|80|26|155|54|2018|7|1|19|59|29|1|N
10|4|118|C|8|0|1|737|5|1|85|Estrato 85|0||122|85|51|3|3|3|6|0|115|0|0|0|0|0|0|0|0|0|0|0|0|0|1|9|334|94|54|118|58|2018|7|1|19|7|35|1|N
10|4|118|C|9|0|1|737|5|1|85|Estrato 85|0||123|79|49|4|3|46|5|1|116|9|5|1|0|0|0|0|0|0|6|4|0|1|0|8|374|94|53|182|37|2018|7|1|19|33|34|1|N
10|4|120|B|1|0|1|504|5|1|85|Estrato 85|0||119|32|48|3|3|35|5|2|85|6|1|1|1|0|0|0|1|0|4|5|0|0|0|7|256|43|54|135|17|2018|7|1|20|1|3|1|N
10|4|148|C|5|0|1|730|5|2|85|Estrato 85|0||18|81|35|4|0|38|4|0|153|3|1|0|0|0|0|0|0|0|9|4|4|2|0|9|399|90|35|213|52|2018|7|1|19|31|51|1|N
10|4|148|C|7|0|1|730|5|2|85|Estrato 85|0||18|71|31|3|1|54|0|1|140|4|0|0|1|0|1|0|1|0|6|5|0|3|0|12|382|75|35|212|48|2018|7|1|19|55|8|1|N
10|4|155|C|1|0|1|629|5|1|85|Estrato 85|0||109|89|38|1|3|46|5|3|113|6|0|1|0|0|2|0|0|0|15|4|1|0|0|11|381|96|46|185|43|2018|7|1|20|1|45|1|N
10|4|162|C|2|0|1|595|5|1|85|Estrato 85|0||100|96|42|2|3|35|7|2|81|6|3|0|1|0|2|1|0|0|7|6|0|1|0|7|334|109|50|136|32|2018|7|1|19|6|37|1|N
10|4|172|C|1|0|1|583|5|1|85|Estrato 85|0||110|66|39|2|5|32|5|2|139|5|0|0|0|0|0|0|0|0|7|1|1|0|0|11|358|73|46|185|43|2018|7|1|20|28|15|1|N
10|4|177|B|1|0|1|588|5|2|85|Estrato 85|0||32|55|30|6|1|56|9|1|62|6|7|4|1|0|1|1|0|0|8|6|1|2|0|5|283|82|34|141|21|2018|7|1|19|19|0|1|N
10|4|188|B|1|0|1|533|5|5|85|Estrato 85|0||80|146|68|0|2|23|6|1|81|5|5|0|1|0|2|1|0|0|1|2|0|1|0|6|379|158|74|113|28|2018|7|1|20|24|19|1|N
10|4|213|B|1|0|1|660|5|5|85|Estrato 85|0||79|154|62|2|1|27|3|0|142|6|3|2|1|0|2|2|0|0|7|3|2|0|0|6|461|165|67|187|36|2018|7|1|19|48|42|1|N
10|4|215|B|1|0|1|625|5|5|85|Estrato 85|0||65|214|54|1|0|16|5|1|97|5|1|0|0|0|1|0|0|0|6|1|0|1|0|4|441|221|56|126|34|2018|7|1|19|7|44|1|N
10|4|219|C|2|0|1|564|5|3|85|Estrato 85|0||39|60|30|1|1|36|4|0|104|7|3|2|2|0|0|0|0|0|4|2|0|1|0|5|299|72|31|154|37|2018|7|1|18|55|19|1|N
10|4|247|C|1|0|1|723|5|5|85|Estrato 85|0||58|121|36|0|4|38|4|1|175|5|3|0|0|0|0|1|0|0|5|1|0|1|2|4|449|128|42|225|48|2018|7|1|19|49|51|1|N
10|4|248|C|1|0|1|692|5|5|85|Estrato 85|0||56|97|39|5|3|49|5|3|115|11|6|0|0|0|1|2|0|0|8|2|0|1|1|11|413|113|48|186|54|2018|7|1|19|41|27|1|N
10|4|252|C|1|0|1|592|5|3|85|Estrato 85|0||51|53|39|2|4|24|15|1|83|4|3|0|0|0|0|0|0|0|9|4|1|0|0|6|287|73|44|125|39|2018|7|1|19|1|7|1|N
10|4|253|C|6|0|1|677|5|3|85|Estrato 85|0||41|52|35|1|3|43|8|1|93|6|2|0|0|0|1|0|0|0|6|4|0|1|1|6|281|63|40|153|18|2018|7|1|20|11|29|1|N
10|4|278|C|2|0|1|547|5|3|85|Estrato 85|0||42|54|41|3|3|42|12|1|45|3|2|2|1|0|0|0|0|0|1|0|0|0|0|8|240|74|45|91|22|2018|7|1|20|17|48|1|N
10|4|293|C|2|0|1|518|5|5|85|Estrato 85|0||59|98|45|2|2|37|3|2|88|1|0|1|2|0|2|1|0|0|8|7|0|3|0|2|333|106|52|144|29|2018|7|1|20|10|53|1|N
10|4|304|C|1|0|1|671|5|2|85|Estrato 85|0||24|123|34|1|0|35|3|3|155|6|6|1|1|0|0|0|1|0|12|2|0|0|0|4|451|135|38|210|64|2018|7|1|20|35|14|1|N
10|4|355|B|1|0|3|503|5|2|85|Estrato 85|0||125|67|56|1|2|40|3|2|66|2|1|0|1|0|1|1|0|0|4|0|0|0|1|2|260|73|62|112|10|2018|7|1|20|6|4|1|N
10|4|368|B|1|0|3|343|5|2|85|Estrato 85|0||128|39|24|1|2|20|1|2|52|4|2|2|0|0|0|1|0|0|5|5|0|0|0|4|186|45|29|86|22|2018|7|1|20|27|52|1|N
10|4|385|C|3|0|2|657|5|3|85|Estrato 85|0||135|45|57|0|2|37|8|1|75|4|1|2|0|0|0|0|0|0|7|7|0|1|2|6|267|56|60|131|12|2018|7|1|18|54|15|1|N
10|4|1397|C|1|0|1|639|5|2|85|Estrato 85|0||4|54|20|0|2|31|2|2|114|2|2|0|1|0|0|0|0|0|6|3|0|0|0|1|283|59|24|156|43|2018|7|1|19|49|57|1|N
10|4|1399|C|1|0|1|434|5|2|85|Estrato 85|0||6|54|33|1|3|22|2|0|79|3|1|0|1|0|1|0|0|0|2|0|0|0|0|4|238|59|37|106|32|2018|7|1|19|1|37|1|N
11|1|333|B|1|0|3|185|6|2|87|Estrato 87|2|Estrato 2|2|48|4|4|3|10|1|1|79|4|0|0|0|0|0|0|0|0|0|1|0|0|0|8|168|53|8|94|5|2018|7|1|20|6|33|1|N
11|1|765|C|3|0|1|571|14|8|93|Estrato 93|8|Estrato 8|27|78|68|11|11|8|1|1|94|3|1|0|0|0|1|0|0|0|3|0|0|0|4|8|344|91|81|108|52|2018|7|1|19|46|51|1|N
11|1|787|B|1|0|3|476|14|1|86|Estrato 86|1|Estrato 1|55|71|58|6|11|7|7|6|29|4|2|2|0|0|0|2|0|0|2|1|0|1|0|9|237|88|77|44|19|2018|7|1|19|32|1|1|N
11|1|795|B|1|0|3|663|14|1|86|Estrato 86|1|Estrato 1|56|90|57|12|23|15|13|6|23|3|0|0|0|0|0|0|0|0|2|0|0|0|0|21|305|115|86|43|40|2018|7|1|19|40|36|1|N
11|1|801|E|1|0|3|383|14|8|93|Estrato 93|8|Estrato 8|57|45|54|8|8|2|5|1|21|4|0|0|0|0|0|0|0|0|1|0|0|0|0|18|171|58|63|28|4|2018|7|1|20|17|45|1|N
11|1|2546|B|1|0|1|560|33|2|87|Estrato 87|2|Estrato 2|85|90|50|2|9|11|2|2|100|7|2|0|1|0|1|0|0|0|7|3|0|0|0|9|337|97|62|128|41|2018|7|1|19|17|13|1|N
11|1|2551|C|2|0|1|681|33|2|87|Estrato 87|2|Estrato 2|81|64|40|8|4|12|5|8|140|6|1|1|1|0|0|0|0|0|6|3|1|2|0|17|355|80|52|170|36|2018|7|1|20|6|7|1|N
11|1|2552|C|2|0|1|515|33|2|87|Estrato 87|2|Estrato 2|80|58|35|1|5|8|1|4|96|2|1|0|0|0|0|0|0|0|1|2|0|0|0|6|253|61|44|109|33|2018|7|1|19|40|5|1|N
11|1|2556|B|1|0|1|595|33|2|87|Estrato 87|2|Estrato 2|86|66|34|2|6|14|2|11|89|7|2|0|1|0|0|0|0|0|2|2|0|3|0|14|298|73|51|117|43|2018|7|1|19|52|14|1|N
11|1|2572|C|1|0|3|540|33|2|87|Estrato 87|2|Estrato 2|60|69|67|6|9|4|4|8|1|4|0|0|2|0|0|0|3|0|7|0|0|0|0|17|211|81|87|16|10|2018|7|1|20|8|41|1|N
11|1|2579|C|1|0|3|541|33|2|87|Estrato 87|2|Estrato 2|62|80|67|7|16|12|4|10|63|3|0|1|0|0|0|1|0|0|0|1|0|0|0|11|298|92|94|79|22|2018|7|1|19|26|48|1|N
11|1|2581|C|1|0|3|637|33|2|87|Estrato 87|2|Estrato 2|62|143|66|6|8|9|2|1|71|2|1|2|0|0|1|3|0|0|0|1|0|1|0|7|340|154|79|84|16|2018|7|1|20|11|26|1|N
11|1|2591|C|1|0|2|598|33|2|87|Estrato 87|2|Estrato 2|70|105|30|5|7|22|1|21|102|4|1|0|0|0|1|1|1|0|5|0|0|1|0|19|339|112|61|134|13|2018|7|1|20|20|12|1|N
11|2|144|C|1|0|1|558|3|9|94|Estrato 94|9|Estrato 9|3|117|35|3|4|9|2|0|116|3|4|1|0|0|1|0|0|0|5|2|0|3|8|6|371|127|40|138|52|2018|7|1|20|11|52|1|N
11|2|145|C|7|0|2|719|3|9|94|Estrato 94|9|Estrato 9|5|92|18|8|5|10|5|1|104|4|4|0|0|0|0|0|0|0|0|4|0|0|0|17|312|109|24|122|40|2018|7|1|20|2|50|1|N
11|2|149|B|1|0|1|573|3|9|94|Estrato 94|9|Estrato 9|8|88|28|4|9|15|1|9|111|4|0|0|0|0|0|0|1|0|1|0|0|0|0|14|337|93|47|131|52|2018|7|1|19|28|22|1|N
11|2|153|B|1|0|1|521|3|9|94|Estrato 94|9|Estrato 9|9|97|23|2|3|13|3|0|114|3|3|1|0|0|5|1|0|0|3|0|0|0|2|3|319|106|32|133|43|2018|7|1|19|7|42|1|N
11|2|155|B|1|0|1|577|3|9|94|Estrato 94|9|Estrato 9|10|79|10|3|3|11|0|9|97|8|2|0|1|0|0|0|0|0|4|1|0|0|0|10|281|85|22|121|43|2018|7|1|20|31|25|1|N
11|2|157|E|1|0|1|583|3|9|94|Estrato 94|9|Estrato 9|14|93|15|3|8|10|3|6|84|4|1|1|0|0|1|0|1|0|6|0|0|0|2|9|295|101|31|104|48|2018|7|1|20|35|33|1|N
11|2|175|S|1|0|2|0|3|9|94|Estrato 94|9|Estrato 9|18|334|71|4|5|25|4|0|236|3|8|0|0|0|5|0|0|0|10|0|0|0|0|10|755|350|81|274|40|2018|7|1|19|13|54|1|N
11|2|201|B|1|0|3|603|3|9|94|Estrato 94|9|Estrato 9|44|133|36|11|2|5|3|4|34|5|3|0|0|1|0|1|0|0|1|0|0|0|1|13|266|151|43|45|13|2018|7|1|19|35|0|1|N
11|2|209|B|1|0|3|485|3|9|94|Estrato 94|9|Estrato 9|40|173|17|1|1|9|1|2|43|1|4|0|1|0|0|0|0|0|1|0|0|0|0|7|272|180|20|54|11|2018|7|1|19|58|45|1|N
11|2|210|C|1|0|3|569|3|9|94|Estrato 94|9|Estrato 9|40|56|68|1|9|11|2|0|77|7|2|1|0|0|0|0|1|0|2|0|0|2|2|12|263|62|78|99|10|2018|7|1|20|30|55|1|N
11|2|229|B|1|0|3|492|3|9|94|Estrato 94|9|Estrato 9|51|94|26|5|1|7|2|2|46|2|2|0|0|0|2|1|0|0|2|0|0|0|0|8|207|103|32|57|7|2018|7|1|20|25|17|1|N
11|2|501|C|1|0|1|734|7|16|101|Estrato 101|16|Estrato 16|67|125|34|1|5|7|5|1|4|3|1|0|2|0|1|0|0|0|5|2|0|2|0|18|245|134|41|23|29|2018|7|1|20|23|14|1|N
11|2|505|C|1|0|2|614|7|16|101|Estrato 101|16|Estrato 16|69|136|11|8|3|4|4|4|12|0|0|0|0|0|0|1|0|0|3|3|0|0|1|7|223|148|19|22|26|2018|7|1|20|22|52|1|N
11|2|645|C|2|0|1|605|9|17|102|Estrato 102|17|Estrato 17|101|58|19|2|11|12|10|3|125|2|1|0|0|0|0|0|0|0|9|1|0|1|0|13|291|71|33|150|24|2018|7|1|20|38|53|1|N
11|4|861|C|1|0|1|487|15|8|93|Estrato 93|8|Estrato 8|22|63|42|3|2|10|2|5|87|2|1|1|3|1|1|0|1|0|1|2|0|1|0|5|274|74|51|103|41|2018|7|1|20|23|3|1|N
11|4|898|C|2|0|1|534|15|8|93|Estrato 93|8|Estrato 8|48|64|47|2|4|17|0|5|87|3|0|0|0|0|2|0|0|0|3|0|0|0|0|6|266|66|58|110|26|2018|7|1|19|51|59|1|N
11|4|2440|C|1|0|3|467|30|1|86|Estrato 86|1|Estrato 1|117|97|52|4|32|4|4|2|21|1|0|0|0|0|0|0|0|0|0|0|0|0|0|17|240|105|86|26|6|2018|7|1|20|37|50|1|N
11|4|2445|B|1|0|3|475|30|1|86|Estrato 86|1|Estrato 1|117|100|29|1|76|5|0|15|8|0|0|1|0|0|0|1|0|0|0|0|0|0|0|15|263|102|121|13|12|2018|7|1|20|29|23|1|N
11|5|1522|C|1|0|1|388|20|6|91|Estrato 91|6|Estrato 6|42|119|47|1|6|3|1|0|52|2|1|0|0|0|0|0|0|0|1|0|0|0|0|5|261|122|53|58|23|2018|7|1|19|33|27|1|N
11|5|1745|B|1|0|1|723|20|7|92|Estrato 92|7|Estrato 7|15|198|45|4|8|11|3|5|71|3|2|2|0|0|0|2|0|0|2|1|0|1|0|8|404|209|60|89|38|2018|7|1|19|35|12|1|N
11|5|1745|C|1|0|1|723|20|7|92|Estrato 92|7|Estrato 7|15|190|61|4|13|13|5|3|60|3|4|0|0|0|2|2|1|0|5|1|0|0|0|9|415|203|82|82|39|2018|7|1|20|10|43|1|N
