181
iD_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO_F|ESTRATO_F|ID_ESTRATO_L|ESTRATO_L|ID_AREA_RESPONSABILIDAD|PAN|PRI|PRD|PVEM|PT|MC|PANAL|MORENA|PES|PAN_PRD_MC|PAN_PRD|PAN_MC|PRD_MC|PRI_PVEM_PANAL|PRI_PVEM|PRI_PANAL|PVEM_PANAL|PT_MORENA_PES|PT_MORENA|PT_PES|MORENA_PES|CNR|NULOS|TOTAL|RAC|JAMK|AMLO|JHRC|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|MODIFICADO
16|6|513|C|1|0|3|717|34|12|190|Estrato 190|0||25|82|78|19|14|30|1|4|97|3|3|2|0|0|0|0|0|0|1|9|0|1|0|15|393|107|96|141|34|2018|7|1|19|9|18|1|N
16|6|1647|B|1|0|2|578|73|12|190|Estrato 190|0||97|60|44|18|8|40|0|6|125|11|0|1|0|0|0|3|0|0|5|11|1|4|0|21|390|79|61|197|32|2018|7|1|18|54|3|1|N
16|6|2549|C|1|0|3|506|111|12|190|Estrato 190|0||127|33|50|31|8|26|7|5|115|4|2|1|1|1|1|1|1|1|4|2|1|2|0|20|325|76|67|154|8|2018|7|1|19|11|2|1|N
16|7|2419|C|1|0|1|612|108|7|191|Estrato 191|0||122|18|31|22|38|32|12|2|198|7|0|0|0|1|0|1|1|0|4|2|1|0|1|14|405|53|73|244|20|2018|7|1|19|17|15|1|N
16|8|1052|B|1|0|1|620|54|16|192|Estrato 192|0||82|84|55|7|2|14|3|1|144|7|1|1|0|0|1|0|0|0|7|1|2|1|1|6|376|96|59|176|38|2018|7|1|19|21|48|1|N
16|10|1236|C|1|0|1|700|54|17|194|Estrato 194|0||102|47|34|9|5|32|3|2|95|11|2|1|2|0|2|1|0|0|14|7|0|1|0|11|313|64|44|160|34|2018|7|1|18|41|55|1|N
16|11|1876|C|2|0|2|645|83|19|195|Estrato 195|0||111|14|45|52|3|23|0|1|195|7|2|1|0|0|0|0|0|0|5|2|0|1|0|13|368|69|49|233|4|2018|7|1|19|6|24|1|N
18|3|90|E|1|11|2|709|4|18|211|Estrato 211|0||51|64|20|4|2|10|8|1|223|11|3|0|1|0|0|1|0|0|6|1|0|1|1|4|380|80|24|252|19|2018|7|1|19|22|15|1|N
19|2|2423|B|1|0|1|577|6|16|213|Estrato 213|0||56|63|37|1|2|28|1|1|91|3|0|0|0|0|0|3|0|0|4|0|0|0|0|3|298|65|43|126|61|2018|7|1|19|0|15|1|N
19|2|2423|C|1|0|1|576|6|16|213|Estrato 213|0||56|48|31|0|2|25|1|1|105|3|0|1|0|0|0|0|0|0|2|3|0|0|1|4|290|50|34|138|63|2018|7|1|19|1|29|1|N
19|2|2438|B|1|0|2|288|6|5|213|Estrato 213|0||105|68|33|0|0|4|1|1|15|0|3|0|1|0|0|2|0|0|0|0|0|0|1|3|154|73|36|19|22|2018|7|1|19|15|36|1|N
19|3|2533|B|1|0|1|474|21|25|214|Estrato 214|0||104|155|26|2|0|15|4|1|80|0|1|2|0|0|1|0|0|0|3|2|0|0|0|6|372|164|28|100|74|2018|7|1|19|19|34|1|N
19|4|1971|C|1|0|1|525|47|9|215|Estrato 215|0||115|98|19|1|0|12|3|2|85|3|1|0|1|0|0|0|0|0|3|6|0|0|0|8|296|104|21|109|54|2018|7|1|19|22|47|1|N
19|7|220|C|4|0|2|630|10|20|218|Estrato 218|0||18|60|42|0|0|178|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|335|60|42|178|55|2018|7|1|18|47|53|1|N
19|7|220|E|1|2|2|638|10|20|218|Estrato 218|0||19|18|16|0|6|25|0|1|83|0|1|2|0|0|0|2|0|0|0|15|0|0|0|5|200|21|25|123|26|2018|7|1|19|15|46|1|N
19|7|235|E|3|0|2|676|12|21|218|Estrato 218|0||32|42|27|2|6|33|2|2|136|11|0|0|2|0|0|0|0|0|4|2|0|1|0|17|337|48|35|187|50|2018|7|1|19|9|39|1|N
19|7|2305|C|2|0|2|636|18|20|218|Estrato 218|0||57|20|16|0|0|13|1|1|65|4|0|0|0|0|0|0|0|0|4|1|0|1|0|2|192|21|17|88|64|2018|7|1|19|20|34|1|N
19|12|2392|C|3|0|1|669|32|22|223|Estrato 223|0||91|40|28|2|2|17|3|0|82|4|0|2|0|0|0|2|0|1|1|1|0|1|3|3|218|47|33|106|26|2018|7|1|18|41|33|1|N
20|1|2025|C|1|0|2|708|469|3|224|Estrato 224|0||108|15|67|13|7|42|3|3|149|110|0|1|0|0|0|1|0|0|16|0|3|4|0|16|454|32|78|324|4|2018|7|1|19|8|45|1|N
20|3|1596|B|1|0|3|206|335|6|226|Estrato 226|0||48|16|24|2|1|2|0|0|70|11|0|0|0|0|0|0|0|0|5|0|0|2|0|2|138|18|25|90|3|2018|7|1|19|18|1|1|N
20|3|1985|B|1|0|3|219|459|6|226|Estrato 226|0||47|0|33|2|0|18|0|7|105|0|0|0|0|0|0|0|0|0|2|1|0|0|0|3|171|2|40|126|0|2018|7|1|19|6|0|1|N
20|4|280|B|1|0|3|346|42|9|227|Estrato 227|0||98|7|9|51|2|12|3|3|127|5|0|1|0|0|0|0|0|0|4|0|0|3|0|7|237|62|14|151|3|2018|7|1|19|7|16|1|N
20|10|1285|B|1|0|2|440|241|16|233|Estrato 233|0||118|33|60|6|1|18|2|1|144|5|0|3|0|0|1|2|0|0|5|2|0|1|0|14|313|44|65|175|15|2018|7|1|19|2|44|1|N
21|11|2570|B|1|0|1|521|115|20|253|Estrato 253|20|Estrato 20|49|34|39|6|1|22|4|1|173|3|0|0|0|0|1|2|1|0|13|5|0|2|1|11|332|44|45|218|13|2018|7|1|19|22|59|1|N
22|1|259|C|1|0|3|506|13|15|260|Estrato 260|0||32|90|74|5|4|13|10|3|49|4|0|0|0|0|0|0|0|0|3|0|0|0|3|19|285|105|81|69|8|2018|7|1|19|7|16|1|N
22|2|606|B|1|0|1|543|16|8|261|Estrato 261|0||47|80|32|5|3|17|1|2|151|8|2|3|0|0|1|2|0|0|7|3|0|0|0|5|346|91|40|186|24|2018|7|1|19|17|17|1|N
22|2|627|C|12|0|2|693|16|9|261|Estrato 261|0||71|65|36|4|1|17|2|3|155|4|2|0|1|0|0|2|0|0|15|0|0|1|0|18|352|74|42|192|26|2018|7|1|19|8|20|1|N
22|3|307|B|1|0|1|504|14|2|262|Estrato 262|0||22|66|22|0|1|18|1|2|130|7|5|1|0|0|1|2|0|0|6|3|0|2|0|3|302|73|28|166|32|2018|7|1|19|6|19|1|N
22|3|343|C|1|0|1|666|14|2|262|Estrato 262|0||15|142|40|0|0|13|6|1|170|7|4|1|0|0|2|0|0|0|14|4|0|0|0|5|463|153|43|208|54|2018|7|1|19|0|57|1|N
22|3|544|B|1|0|3|725|14|13|262|Estrato 262|0||106|75|119|11|4|17|3|2|152|9|1|0|0|0|0|4|0|0|7|1|0|0|4|9|456|90|129|186|38|2018|7|1|19|18|0|1|N
22|3|549|B|1|0|2|697|14|13|262|Estrato 262|0||59|72|69|3|5|12|3|0|120|5|1|1|0|0|0|0|1|0|3|0|0|3|0|11|340|80|75|143|31|2018|7|1|19|8|48|1|N
22|3|751|C|1|0|1|589|14|3|262|Estrato 262|0||92|93|38|3|0|13|2|0|166|5|2|0|1|0|0|1|0|0|9|2|0|1|1|12|389|101|39|196|40|2018|7|1|18|56|10|1|N
22|3|832|B|1|0|1|642|14|3|262|Estrato 262|0||62|95|27|2|4|18|1|0|143|2|0|0|0|0|1|1|1|0|9|3|1|1|0|9|357|98|34|177|39|2018|7|1|18|58|52|1|N
23|1|750|B|1|0|1|550|8|9|265|Estrato 265|0||117|29|14|1|1|19|1|1|168|5|3|1|0|0|0|0|0|0|11|0|0|0|0|3|272|35|16|203|15|2018|7|1|19|18|42|1|N
23|2|800|C|1|0|1|408|7|15|266|Estrato 266|0||46|27|9|2|1|19|1|1|160|2|1|0|1|0|0|1|1|0|0|3|1|0|0|5|251|32|13|185|16|2018|7|1|19|4|17|1|N
23|3|561|B|1|0|1|397|1|5|267|Estrato 267|0||70|20|4|1|3|11|2|1|165|0|0|0|0|0|0|0|0|0|8|0|0|1|0|8|235|23|8|185|11|2018|7|1|19|11|50|1|N
24|1|389|B|1|0|1|476|15|1|269|Estrato 269|0||35|59|49|11|18|21|0|4|98|5|1|0|0|0|2|0|1|0|3|0|0|0|0|14|304|71|74|127|18|2018|7|1|19|16|33|1|N
24|3|226|C|2|0|1|575|11|10|271|Estrato 271|0||48|33|35|5|3|24|2|1|168|6|0|2|0|0|1|0|0|1|7|1|1|1|0|9|337|42|41|208|37|2018|7|1|19|22|43|1|N
24|3|439|E|1|0|2|101|17|11|271|Estrato 271|0||23|5|22|2|17|4|0|0|8|2|1|0|0|0|0|1|0|0|2|0|0|0|0|1|66|8|40|16|1|2018|7|1|19|10|58|1|N
24|3|648|B|1|0|1|479|24|10|271|Estrato 271|0||88|57|23|3|3|20|2|0|125|1|1|2|1|0|0|2|1|0|2|2|0|3|0|3|295|66|29|153|44|2018|7|1|19|15|46|1|N
24|3|691|B|1|0|3|275|24|10|271|Estrato 271|0||106|32|39|2|4|4|2|2|27|1|1|0|2|0|0|1|2|0|3|1|0|0|0|6|134|39|48|36|5|2018|7|1|19|8|54|1|N
24|4|329|B|1|0|3|330|13|12|272|Estrato 272|0||36|38|29|2|6|25|9|4|88|11|1|4|0|0|0|0|0|0|1|2|0|3|0|5|243|54|39|130|15|2018|7|1|19|19|50|1|N
24|4|1466|B|1|0|3|215|40|13|272|Estrato 272|0||92|20|15|6|0|11|1|3|46|2|0|0|0|1|0|0|0|0|2|0|1|1|0|5|123|28|18|63|9|2018|7|1|19|21|42|1|N
24|6|960|B|1|0|1|469|28|8|274|Estrato 274|0||80|73|16|21|3|21|1|1|118|0|0|2|1|0|0|0|0|0|12|1|0|1|0|4|313|98|20|153|38|2018|7|1|19|17|5|1|N
24|6|974|C|4|0|1|648|28|8|274|Estrato 274|0||78|75|34|14|4|21|2|4|153|4|1|2|0|0|0|0|0|0|3|4|1|3|1|7|385|94|42|189|52|2018|7|1|19|16|40|1|N
25|3|598|B|1|0|3|187|3|10|278|Estrato 278|0||38|2|35|9|1|11|2|0|28|5|0|0|1|1|0|3|0|0|0|0|0|0|0|1|100|15|39|44|1|2018|7|1|19|7|31|1|N
28|1|785|B|1|0|1|168|27|2|300|Estrato 300|0||34|18|8|2|0|1|0|0|31|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|73|20|8|33|12|2018|7|1|19|14|12|1|N
28|2|1018|C|16|0|2|738|32|4|301|Estrato 301|0||83|48|16|1|3|11|0|1|239|4|3|0|0|0|0|0|0|0|11|2|1|2|0|3|377|52|20|270|32|2018|7|1|19|23|0|1|N
28|3|261|B|1|0|3|178|10|13|302|Estrato 302|0||133|37|50|1|0|0|0|0|48|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|143|38|50|48|6|2018|7|1|19|23|50|1|N
28|3|687|B|1|0|2|629|22|9|302|Estrato 302|0||45|96|110|2|4|13|2|2|108|6|1|0|2|0|0|0|0|0|8|0|1|2|0|11|378|103|116|138|10|2018|7|1|19|5|40|1|N
28|3|1547|B|1|0|3|233|40|9|302|Estrato 302|0||86|38|17|4|0|7|2|1|50|7|0|0|1|0|0|1|0|0|2|0|0|1|0|5|142|45|19|67|6|2018|7|1|18|54|53|1|N
28|5|348|B|1|0|2|417|16|13|304|Estrato 304|0||11|77|11|4|0|92|1|0|77|3|1|0|1|0|1|0|0|0|5|6|0|0|0|22|308|84|12|183|7|2018|7|1|19|19|55|1|N
28|5|1568|B|1|0|1|632|41|14|304|Estrato 304|0||49|117|73|2|0|17|1|1|140|10|3|1|1|0|0|0|1|0|9|2|0|0|1|11|439|125|75|178|49|2018|7|1|19|1|11|1|N
28|6|266|E|2|0|2|279|11|16|305|Estrato 305|0||31|112|21|2|0|10|3|1|40|2|1|0|0|0|0|0|0|0|3|1|0|2|0|2|203|118|22|58|3|2018|7|1|18|55|34|1|N
28|7|89|C|3|0|1|650|3|19|306|Estrato 306|0||58|112|21|4|1|15|3|2|175|9|2|0|0|0|0|0|0|0|6|0|1|1|0|6|396|121|24|207|38|2018|7|1|19|22|19|2|N
28|7|2021|B|1|0|1|594|3|18|306|Estrato 306|0||41|68|22|0|2|17|2|2|193|10|3|0|1|0|0|0|0|0|16|4|0|2|0|0|365|74|26|242|23|2018|7|1|19|16|34|2|N
28|8|251|B|1|0|1|410|9|20|307|Estrato 307|0||84|53|35|1|3|14|1|1|151|2|1|0|0|0|0|1|0|0|1|1|0|1|2|2|296|56|40|170|26|2018|7|1|19|13|0|2|N
28|8|1420|C|1|0|1|528|38|22|307|Estrato 307|0||92|149|36|0|1|25|2|2|118|1|7|1|0|0|0|0|1|0|8|0|0|1|0|1|375|159|40|153|22|2018|7|1|19|17|32|2|N
28|8|1477|B|1|0|1|508|38|22|307|Estrato 307|0||119|74|37|3|5|24|0|1|137|3|2|0|0|0|1|1|0|0|10|0|0|1|0|8|328|79|45|175|21|2018|7|1|19|20|6|2|N
30|5|3194|B|1|0|1|390|132|5|317|Estrato 317|6|Estrato 6|59|18|19|3|1|6|0|2|180|4|0|0|0|0|0|1|0|0|8|4|0|8|0|5|275|21|23|210|16|2018|7|1|19|21|44|1|N
30|7|2547|E|2|0|2|204|110|8|320|Estrato 320|9|Estrato 9|88|75|10|2|5|3|2|0|45|4|1|0|0|0|0|1|0|0|1|0|0|0|0|1|152|80|16|53|2|2018|7|1|19|21|26|1|N
30|10|1961|C|1|0|1|563|89|10|325|Estrato 325|14|Estrato 14|45|76|16|2|1|5|1|0|236|1|3|0|0|0|0|0|0|0|1|2|0|1|2|5|369|82|17|246|17|2018|7|1|18|59|39|1|N
30|13|3886|B|1|0|1|666|173|23|328|Estrato 328|17|Estrato 17|106|55|35|3|2|7|2|4|208|6|0|1|0|0|6|3|0|0|2|2|0|2|0|10|354|61|50|227|6|2018|7|1|19|10|19|1|N
31|2|26|C|1|0|1|497|5|15|343|Estrato 343|4|Estrato 4|32|143|214|1|0|8|0|0|59|3|0|0|0|0|1|0|0|0|0|0|0|0|0|1|439|144|215|70|9|2018|7|1|19|23|13|1|N
32|1|286|B|1|0|3|122|10|7|347|Estrato 347|0||143|7|7|2|1|7|0|1|45|0|1|0|0|0|0|0|0|0|1|1|0|0|0|6|79|10|9|54|0|2018|7|1|18|59|0|1|N
32|1|383|B|1|0|3|148|13|6|347|Estrato 347|0||28|30|27|1|0|4|1|2|18|1|3|0|1|1|0|0|0|0|0|0|0|1|0|5|104|37|29|24|9|2018|7|1|18|38|17|1|N
32|1|1323|C|1|0|1|392|42|17|347|Estrato 347|0||60|39|50|13|6|14|2|4|70|4|1|1|0|0|1|0|0|0|2|1|1|0|0|11|228|56|61|92|8|2018|7|1|19|5|26|1|N
32|2|565|B|1|0|3|132|18|13|348|Estrato 348|0||97|24|18|1|2|11|1|1|22|2|1|1|0|0|0|0|0|0|0|0|0|1|0|5|90|28|21|36|0|2018|7|1|19|2|21|1|N
32|2|647|C|1|0|2|450|20|10|348|Estrato 348|0||28|55|38|2|11|16|4|1|103|3|3|1|0|0|0|0|0|0|3|1|0|0|0|5|270|65|50|126|24|2018|7|1|19|6|56|1|N
32|2|654|B|1|0|1|500|20|10|348|Estrato 348|0||25|54|55|5|17|12|1|5|94|1|0|0|1|0|0|1|0|0|1|2|0|1|2|8|274|61|78|111|14|2018|7|1|19|20|6|1|N
32|3|413|B|1|0|3|440|14|18|349|Estrato 349|0||37|20|171|1|0|14|1|2|91|0|0|0|0|0|2|1|0|0|3|2|0|1|0|5|320|22|176|111|6|2018|7|1|19|4|50|1|N
32|3|427|B|1|0|3|152|14|18|349|Estrato 349|0||34|7|45|0|0|9|1|0|42|2|1|0|0|0|0|0|0|0|2|1|0|0|0|0|110|9|45|56|0|2018|7|1|19|17|20|1|N
32|3|737|B|1|0|1|626|22|18|349|Estrato 349|0||46|118|61|2|5|59|4|2|57|3|1|0|0|0|0|0|0|0|4|6|0|0|0|9|339|125|68|129|8|2018|7|1|19|0|10|1|N
32|3|834|B|1|0|3|295|26|12|349|Estrato 349|0||21|20|55|4|2|5|1|68|37|0|0|0|0|0|0|0|1|0|0|1|0|0|0|3|199|25|126|43|2|2018|7|1|19|8|22|1|N
32|3|835|B|1|0|3|205|26|12|349|Estrato 349|0||22|13|47|0|2|3|4|62|30|2|0|0|0|0|1|0|0|1|0|0|0|0|0|8|173|17|113|35|0|2018|7|1|19|21|4|1|N
32|3|871|B|1|0|3|356|27|12|349|Estrato 349|0||11|21|17|3|1|4|1|97|173|9|0|0|0|0|0|0|2|0|0|0|0|0|0|1|330|25|117|186|1|2018|7|1|18|57|50|1|N
32|3|1221|B|1|0|1|390|39|16|349|Estrato 349|0||70|21|22|11|7|21|3|2|28|8|0|0|1|0|0|2|0|0|1|0|0|0|1|14|146|36|33|58|4|2018|7|1|19|17|56|1|N
